account_subscription_id,account_id,subscription_id,start_date
2704,2704,2,2025-01-01
2705,2705,1,2025-01-01
2706,2706,2,2025-01-01
2707,2707,2,2025-01-01
2708,2708,2,2025-01-01
2709,2709,2,2025-01-01
2710,2710,2,2025-01-01
2711,2711,1,2025-01-01
2712,2712,1,2025-01-01
2713,2713,,2025-01-01
2714,2714,2,2025-01-01
2715,2715,1,2025-01-01
2716,2716,1,2025-01-01
2717,2717,2,2025-01-01
2718,2718,2,2025-01-01
2719,2719,1,2025-01-01
2720,2720,3,2025-01-01
2721,2721,2,2025-01-01
2722,2722,3,2025-01-01
2723,2723,2,2025-01-01
2724,2724,1,2025-01-01
2725,2725,3,2025-01-01
2726,2726,1,2025-01-01
2727,2727,1,2025-01-01
2728,2728,2,2025-01-01
2729,2729,2,2025-01-01
2730,2730,3,2025-01-01
2731,2731,1,2025-01-01
2732,2732,2,2025-01-01
2733,2733,1,2025-01-01
2734,2734,2,2025-01-01
2735,2735,1,2025-01-01
2736,2736,1,2025-01-01
2737,2737,2,2025-01-01
2738,2738,1,2025-01-01
2739,2739,1,2025-01-01
2740,2740,1,2025-01-01
2741,2741,1,2025-01-01
2742,2742,1,2025-01-01
2743,2743,2,2025-01-01
2744,2744,1,2025-01-01
2745,2745,1,2025-01-01
2746,2746,1,2025-01-01
2747,2747,2,2025-01-01
2748,2748,2,2025-01-01
2749,2749,1,2025-01-01
2750,2750,2,2025-01-01
2751,2751,1,2025-01-01
2752,2752,2,2025-01-01
2753,2753,3,2025-01-01
2754,2754,2,2025-01-01
2755,2755,1,2025-01-01
2756,2756,1,2025-01-01
2757,2757,2,2025-01-01
2758,2758,1,2025-01-01
2759,2759,1,2025-01-01
2760,2760,1,2025-01-01
2761,2761,1,2025-01-01
2762,2762,1,2025-01-01
2763,2763,1,2025-01-01
2764,2764,2,2025-01-01
2765,2765,1,2025-01-01
2766,2766,2,2025-01-01
2767,2767,1,2025-01-01
2768,2768,2,2025-01-01
2769,2769,2,2025-01-01
2770,2770,,2025-01-01
2771,2771,2,2025-01-01
2772,2772,1,2025-01-01
2773,2773,3,2025-01-01
2774,2774,1,2025-01-01
2775,2775,1,2025-01-01
2776,2776,2,2025-01-01
2777,2777,1,2025-01-01
2778,2778,2,2025-01-01
2779,2779,2,2025-01-01
2780,2780,1,2025-01-01
2781,2781,1,2025-01-01
2782,2782,2,2025-01-01
2783,2783,1,2025-01-01
2784,2784,2,2025-01-01
2785,2785,1,2025-01-01
2786,2786,3,2025-01-01
2787,2787,1,2025-01-01
2788,2788,1,2025-01-01
2789,2789,1,2025-01-01
2790,2790,1,2025-01-01
2791,2791,2,2025-01-01
2792,2792,1,2025-01-01
2793,2793,3,2025-01-01
2794,2794,1,2025-01-01
2795,2795,2,2025-01-01
2796,2796,1,2025-01-01
2797,2797,2,2025-01-01
2798,2798,2,2025-01-01
2799,2799,1,2025-01-01
2800,2800,1,2025-01-01
2801,2801,1,2025-01-01
2802,2802,2,2025-01-01
2803,2803,3,2025-01-01
2804,2804,1,2025-01-01
2805,2805,1,2025-01-01
2806,2806,,2025-01-01
2807,2807,3,2025-01-01
2808,2808,1,2025-01-01
2809,2809,1,2025-01-01
2810,2810,1,2025-01-01
2811,2811,1,2025-01-01
2812,2812,1,2025-01-01
2813,2813,1,2025-01-01
2814,2814,1,2025-01-01
2815,2815,1,2025-01-01
2816,2816,3,2025-01-01
2817,2817,2,2025-01-01
2818,2818,2,2025-01-01
2819,2819,1,2025-01-01
2820,2820,2,2025-01-01
2821,2821,1,2025-01-01
2822,2822,1,2025-01-01
2823,2823,3,2025-01-01
2824,2824,1,2025-01-01
2825,2825,1,2025-01-01
2826,2826,2,2025-01-01
2827,2827,1,2025-01-01
2828,2828,1,2025-01-01
2829,2829,1,2025-01-01
2830,2830,2,2025-01-01
2831,2831,1,2025-01-01
2832,2832,2,2025-01-01
2833,2833,3,2025-01-01
2834,2834,3,2025-01-01
2835,2835,1,2025-01-01
2836,2836,1,2025-01-01
2837,2837,1,2025-01-01
2838,2838,2,2025-01-01
2839,2839,2,2025-01-01
2840,2840,3,2025-01-01
2841,2841,1,2025-01-01
2842,2842,3,2025-01-01
2843,2843,1,2025-01-01
2844,2844,2,2025-01-01
2845,2845,1,2025-01-01
2846,2846,2,2025-01-01
2847,2847,1,2025-01-01
2848,2848,1,2025-01-01
2849,2849,2,2025-01-01
2850,2850,1,2025-01-01
2851,2851,2,2025-01-01
2852,2852,,2025-01-01
2853,2853,2,2025-01-01
2854,2854,3,2025-01-01
2855,2855,1,2025-01-01
2856,2856,1,2025-01-01
2857,2857,1,2025-01-01
2858,2858,1,2025-01-01
2859,2859,1,2025-01-01
2860,2860,1,2025-01-01
2861,2861,2,2025-01-01
2862,2862,1,2025-01-01
2863,2863,2,2025-01-01
2864,2864,3,2025-01-01
2865,2865,3,2025-01-01
2866,2866,3,2025-01-01
2867,2867,1,2025-01-01
2868,2868,3,2025-01-01
2869,2869,1,2025-01-01
2870,2870,1,2025-01-01
2871,2871,1,2025-01-01
2872,2872,1,2025-01-01
2873,2873,2,2025-01-01
2874,2874,1,2025-01-01
2875,2875,2,2025-01-01
2876,2876,2,2025-01-01
2877,2877,2,2025-01-01
2878,2878,2,2025-01-01
2879,2879,1,2025-01-01
2880,2880,1,2025-01-01
2881,2881,2,2025-01-01
2882,2882,2,2025-01-01
2883,2883,2,2025-01-01
2884,2884,2,2025-01-01
2885,2885,2,2025-01-01
2886,2886,2,2025-01-01
2887,2887,3,2025-01-01
2888,2888,1,2025-01-01
2889,2889,2,2025-01-01
2890,2890,1,2025-01-01
2891,2891,2,2025-01-01
2892,2892,1,2025-01-01
2893,2893,2,2025-01-01
2894,2894,1,2025-01-01
2895,2895,2,2025-01-01
2896,2896,2,2025-01-01
2897,2897,2,2025-01-01
2898,2898,1,2025-01-01
2899,2899,2,2025-01-01
2900,2900,2,2025-01-01
2901,2901,1,2025-01-01
2902,2902,1,2025-01-01
2903,2903,2,2025-01-01
2904,2904,1,2025-01-01
2905,2905,1,2025-01-01
2906,2906,2,2025-01-01
2907,2907,1,2025-01-01
2908,2908,1,2025-01-01
2909,2909,1,2025-01-01
2910,2910,1,2025-01-01
2911,2911,2,2025-01-01
2912,2912,1,2025-01-01
2913,2913,2,2025-01-01
2914,2914,1,2025-01-01
2915,2915,1,2025-01-01
2916,2916,1,2025-01-01
2917,2917,1,2025-01-01
2918,2918,3,2025-01-01
2919,2919,2,2025-01-01
2920,2920,3,2025-01-01
2921,2921,1,2025-01-01
2922,2922,2,2025-01-01
2923,2923,2,2025-01-01
2924,2924,1,2025-01-01
2925,2925,3,2025-01-01
2926,2926,2,2025-01-01
2927,2927,1,2025-01-01
2928,2928,1,2025-01-01
2929,2929,1,2025-01-01
2930,2930,1,2025-01-01
2931,2931,2,2025-01-01
2932,2932,1,2025-01-01
2933,2933,2,2025-01-01
2934,2934,3,2025-01-01
2935,2935,1,2025-01-01
2936,2936,3,2025-01-01
2937,2937,3,2025-01-01
2938,2938,1,2025-01-01
2939,2939,2,2025-01-01
2940,2940,2,2025-01-01
2941,2941,1,2025-01-01
2942,2942,1,2025-01-01
2943,2943,1,2025-01-01
2944,2944,1,2025-01-01
2945,2945,2,2025-01-01
2946,2946,1,2025-01-01
2947,2947,2,2025-01-01
2948,2948,2,2025-01-01
2949,2949,1,2025-01-01
2950,2950,3,2025-01-01
2951,2951,3,2025-01-01
2952,2952,1,2025-01-01
2953,2953,1,2025-01-01
2954,2954,3,2025-01-01
2955,2955,1,2025-01-01
2956,2956,1,2025-01-01
2957,2957,2,2025-01-01
2958,2958,1,2025-01-01
2959,2959,1,2025-01-01
2960,2960,1,2025-01-01
2961,2961,1,2025-01-01
2962,2962,2,2025-01-01
2963,2963,1,2025-01-01
2964,2964,1,2025-01-01
2965,2965,1,2025-01-01
2966,2966,2,2025-01-01
2967,2967,2,2025-01-01
2968,2968,1,2025-01-01
2969,2969,1,2025-01-01
2970,2970,1,2025-01-01
2971,2971,1,2025-01-01
2972,2972,2,2025-01-01
2973,2973,2,2025-01-01
2974,2974,2,2025-01-01
2975,2975,3,2025-01-01
2976,2976,2,2025-01-01
2977,2977,2,2025-01-01
2978,2978,1,2025-01-01
2979,2979,3,2025-01-01
2980,2980,2,2025-01-01
2981,2981,1,2025-01-01
2982,2982,1,2025-01-01
2983,2983,2,2025-01-01
2984,2984,2,2025-01-01
2985,2985,2,2025-01-01
2986,2986,1,2025-01-01
2987,2987,3,2025-01-01
2988,2988,2,2025-01-01
2989,2989,1,2025-01-01
2990,2990,3,2025-01-01
2991,2991,1,2025-01-01
2992,2992,2,2025-01-01
2993,2993,2,2025-01-01
2994,2994,2,2025-01-01
2995,2995,2,2025-01-01
2996,2996,2,2025-01-01
2997,2997,1,2025-01-01
2998,2998,1,2025-01-01
2999,2999,1,2025-01-01
3000,3000,1,2025-01-01
3001,3001,1,2025-01-01
3002,3002,2,2025-01-01
3003,3003,1,2025-01-01
3004,3004,1,2025-01-01
3005,3005,1,2025-01-01
3006,3006,2,2025-01-01
3007,3007,1,2025-01-01
3008,3008,1,2025-01-01
3009,3009,1,2025-01-01
3010,3010,1,2025-01-01
3011,3011,2,2025-01-01
3012,3012,1,2025-01-01
3013,3013,3,2025-01-01
3014,3014,1,2025-01-01
3015,3015,,2025-01-01
3016,3016,1,2025-01-01
3017,3017,1,2025-01-01
3018,3018,2,2025-01-01
3019,3019,1,2025-01-01
3020,3020,1,2025-01-01
3021,3021,1,2025-01-01
3022,3022,3,2025-01-01
3023,3023,2,2025-01-01
3024,3024,1,2025-01-01
3025,3025,1,2025-01-01
3026,3026,1,2025-01-01
3027,3027,2,2025-01-01
3028,3028,1,2025-01-01
3029,3029,2,2025-01-01
3030,3030,2,2025-01-01
3031,3031,2,2025-01-01
3032,3032,1,2025-01-01
3033,3033,2,2025-01-01
3034,3034,1,2025-01-01
3035,3035,1,2025-01-01
3036,3036,1,2025-01-01
3037,3037,1,2025-01-01
3038,3038,1,2025-01-01
3039,3039,1,2025-01-01
3040,3040,1,2025-01-01
3041,3041,1,2025-01-01
3042,3042,2,2025-01-01
3043,3043,1,2025-01-01
3044,3044,3,2025-01-01
3045,3045,1,2025-01-01
3046,3046,2,2025-01-01
3047,3047,2,2025-01-01
3048,3048,1,2025-01-01
3049,3049,1,2025-01-01
3050,3050,1,2025-01-01
3051,3051,1,2025-01-01
3052,3052,1,2025-01-01
3053,3053,2,2025-01-01
3054,3054,1,2025-01-01
3055,3055,1,2025-01-01
3056,3056,2,2025-01-01
3057,3057,1,2025-01-01
3058,3058,1,2025-01-01
3059,3059,1,2025-01-01
3060,3060,1,2025-01-01
3061,3061,2,2025-01-01
3062,3062,3,2025-01-01
3063,3063,1,2025-01-01
3064,3064,1,2025-01-01
3065,3065,1,2025-01-01
3066,3066,2,2025-01-01
3067,3067,1,2025-01-01
3068,3068,1,2025-01-01
3069,3069,1,2025-01-01
3070,3070,2,2025-01-01
3071,3071,1,2025-01-01
3072,3072,1,2025-01-01
3073,3073,1,2025-01-01
3074,3074,,2025-01-01
3075,3075,1,2025-01-01
3076,3076,3,2025-01-01
3077,3077,2,2025-01-01
3078,3078,2,2025-01-01
3079,3079,1,2025-01-01
3080,3080,1,2025-01-01
3081,3081,1,2025-01-01
3082,3082,1,2025-01-01
3083,3083,3,2025-01-01
3084,3084,1,2025-01-01
3085,3085,1,2025-01-01
3086,3086,2,2025-01-01
3087,3087,2,2025-01-01
3088,3088,1,2025-01-01
3089,3089,1,2025-01-01
3090,3090,1,2025-01-01
3091,3091,2,2025-01-01
3092,3092,1,2025-01-01
3093,3093,1,2025-01-01
3094,3094,2,2025-01-01
3095,3095,2,2025-01-01
3096,3096,2,2025-01-01
3097,3097,2,2025-01-01
3098,3098,1,2025-01-01
3099,3099,1,2025-01-01
3100,3100,2,2025-01-01
3101,3101,3,2025-01-01
3102,3102,1,2025-01-01
3103,3103,2,2025-01-01
3104,3104,2,2025-01-01
3105,3105,2,2025-01-01
3106,3106,2,2025-01-01
3107,3107,1,2025-01-01
3108,3108,3,2025-01-01
3109,3109,2,2025-01-01
3110,3110,1,2025-01-01
3111,3111,1,2025-01-01
3112,3112,1,2025-01-01
3113,3113,1,2025-01-01
3114,3114,1,2025-01-01
3115,3115,3,2025-01-01
3116,3116,2,2025-01-01
3117,3117,1,2025-01-01
3118,3118,2,2025-01-01
3119,3119,1,2025-01-01
3120,3120,3,2025-01-01
3121,3121,1,2025-01-01
3122,3122,1,2025-01-01
3123,3123,1,2025-01-01
3124,3124,1,2025-01-01
3125,3125,2,2025-01-01
3126,3126,1,2025-01-01
3127,3127,3,2025-01-01
3128,3128,1,2025-01-01
3129,3129,1,2025-01-01
3130,3130,1,2025-01-01
3131,3131,1,2025-01-01
3132,3132,1,2025-01-01
3133,3133,1,2025-01-01
3134,3134,1,2025-01-01
3135,3135,1,2025-01-01
3136,3136,1,2025-01-01
3137,3137,1,2025-01-01
3138,3138,2,2025-01-01
3139,3139,2,2025-01-01
3140,3140,3,2025-01-01
3141,3141,2,2025-01-01
3142,3142,1,2025-01-01
3143,3143,2,2025-01-01
3144,3144,1,2025-01-01
3145,3145,1,2025-01-01
3146,3146,2,2025-01-01
3147,3147,1,2025-01-01
3148,3148,1,2025-01-01
3149,3149,1,2025-01-01
3150,3150,2,2025-01-01
3151,3151,3,2025-01-01
3152,3152,1,2025-01-01
3153,3153,2,2025-01-01
3154,3154,1,2025-01-01
3155,3155,2,2025-01-01
3156,3156,2,2025-01-01
3157,3157,1,2025-01-01
3158,3158,1,2025-01-01
3159,3159,1,2025-01-01
3160,3160,2,2025-01-01
3161,3161,1,2025-01-01
3162,3162,3,2025-01-01
3163,3163,1,2025-01-01
3164,3164,2,2025-01-01
3165,3165,2,2025-01-01
3166,3166,1,2025-01-01
3167,3167,1,2025-01-01
3168,3168,2,2025-01-01
3169,3169,1,2025-01-01
3170,3170,1,2025-01-01
3171,3171,1,2025-01-01
3172,3172,1,2025-01-01
3173,3173,1,2025-01-01
3174,3174,2,2025-01-01
3175,3175,3,2025-01-01
3176,3176,2,2025-01-01
3177,3177,2,2025-01-01
3178,3178,3,2025-01-01
3179,3179,1,2025-01-01
3180,3180,2,2025-01-01
3181,3181,3,2025-01-01
3182,3182,1,2025-01-01
3183,3183,1,2025-01-01
3184,3184,2,2025-01-01
3185,3185,1,2025-01-01
3186,3186,1,2025-01-01
3187,3187,1,2025-01-01
3188,3188,1,2025-01-01
3189,3189,2,2025-01-01
3190,3190,1,2025-01-01
3191,3191,1,2025-01-01
3192,3192,1,2025-01-01
3193,3193,1,2025-01-01
3194,3194,3,2025-01-01
3195,3195,2,2025-01-01
3196,3196,1,2025-01-01
3197,3197,1,2025-01-01
3198,3198,,2025-01-01
3199,3199,2,2025-01-01
3200,3200,2,2025-01-01
3201,3201,1,2025-01-01
3202,3202,1,2025-01-01
3203,3203,2,2025-01-01
3204,3204,1,2025-01-01
3205,3205,1,2025-01-01
3206,3206,1,2025-01-01
3207,3207,2,2025-01-01
3208,3208,1,2025-01-01
3209,3209,2,2025-01-01
3210,3210,2,2025-01-01
3211,3211,2,2025-01-01
3212,3212,3,2025-01-01
3213,3213,1,2025-01-01
3214,3214,3,2025-01-01
3215,3215,1,2025-01-01
3216,3216,1,2025-01-01
3217,3217,1,2025-01-01
3218,3218,2,2025-01-01
3219,3219,1,2025-01-01
3220,3220,1,2025-01-01
3221,3221,1,2025-01-01
3222,3222,1,2025-01-01
3223,3223,2,2025-01-01
3224,3224,2,2025-01-01
3225,3225,1,2025-01-01
3226,3226,3,2025-01-01
3227,3227,1,2025-01-01
3228,3228,2,2025-01-01
3229,3229,3,2025-01-01
3230,3230,1,2025-01-01
3231,3231,1,2025-01-01
3232,3232,1,2025-01-01
3233,3233,2,2025-01-01
3234,3234,1,2025-01-01
3235,3235,1,2025-01-01
3236,3236,2,2025-01-01
3237,3237,1,2025-01-01
3238,3238,1,2025-01-01
3239,3239,1,2025-01-01
3240,3240,1,2025-01-01
3241,3241,,2025-01-01
3242,3242,1,2025-01-01
3243,3243,1,2025-01-01
3244,3244,1,2025-01-01
3245,3245,2,2025-01-01
3246,3246,1,2025-01-01
3247,3247,2,2025-01-01
3248,3248,,2025-01-01
3249,3249,2,2025-01-01
3250,3250,2,2025-01-01
3251,3251,2,2025-01-01
3252,3252,1,2025-01-01
3253,3253,2,2025-01-01
3254,3254,2,2025-01-01
3255,3255,2,2025-01-01
3256,3256,3,2025-01-01
3257,3257,1,2025-01-01
3258,3258,1,2025-01-01
3259,3259,1,2025-01-01
3260,3260,1,2025-01-01
3261,3261,1,2025-01-01
3262,3262,1,2025-01-01
3263,3263,1,2025-01-01
3264,3264,1,2025-01-01
3265,3265,2,2025-01-01
3266,3266,2,2025-01-01
3267,3267,2,2025-01-01
3268,3268,2,2025-01-01
3269,3269,1,2025-01-01
3270,3270,2,2025-01-01
3271,3271,1,2025-01-01
3272,3272,1,2025-01-01
3273,3273,1,2025-01-01
3274,3274,2,2025-01-01
3275,3275,1,2025-01-01
3276,3276,1,2025-01-01
3277,3277,3,2025-01-01
3278,3278,1,2025-01-01
3279,3279,,2025-01-01
3280,3280,,2025-01-01
3281,3281,1,2025-01-01
3282,3282,1,2025-01-01
3283,3283,3,2025-01-01
3284,3284,1,2025-01-01
3285,3285,3,2025-01-01
3286,3286,3,2025-01-01
3287,3287,1,2025-01-01
3288,3288,2,2025-01-01
3289,3289,1,2025-01-01
3290,3290,1,2025-01-01
3291,3291,2,2025-01-01
3292,3292,1,2025-01-01
3293,3293,3,2025-01-01
3294,3294,1,2025-01-01
3295,3295,1,2025-01-01
3296,3296,1,2025-01-01
3297,3297,1,2025-01-01
3298,3298,2,2025-01-01
3299,3299,2,2025-01-01
3300,3300,2,2025-01-01
3301,3301,1,2025-01-01
3302,3302,2,2025-01-01
3303,3303,2,2025-01-01
3304,3304,1,2025-01-01
3305,3305,2,2025-01-01
3306,3306,2,2025-01-01
3307,3307,1,2025-01-01
3308,3308,2,2025-01-01
3309,3309,1,2025-01-01
3310,3310,2,2025-01-01
3311,3311,1,2025-01-01
3312,3312,1,2025-01-01
3313,3313,1,2025-01-01
3314,3314,1,2025-01-01
3315,3315,2,2025-01-01
3316,3316,1,2025-01-01
3317,3317,1,2025-01-01
3318,3318,1,2025-01-01
3319,3319,2,2025-01-01
3320,3320,2,2025-01-01
3321,3321,1,2025-01-01
3322,3322,2,2025-01-01
3323,3323,2,2025-01-01
3324,3324,2,2025-01-01
3325,3325,2,2025-01-01
3326,3326,1,2025-01-01
3327,3327,2,2025-01-01
3328,3328,3,2025-01-01
3329,3329,1,2025-01-01
3330,3330,2,2025-01-01
3331,3331,2,2025-01-01
3332,3332,1,2025-01-01
3333,3333,2,2025-01-01
3334,3334,2,2025-01-01
3335,3335,1,2025-01-01
3336,3336,1,2025-01-01
3337,3337,1,2025-01-01
3338,3338,1,2025-01-01
3339,3339,1,2025-01-01
3340,3340,1,2025-01-01
3341,3341,1,2025-01-01
3342,3342,1,2025-01-01
3343,3343,1,2025-01-01
3344,3344,1,2025-01-01
3345,3345,2,2025-01-01
3346,3346,2,2025-01-01
3347,3347,1,2025-01-01
3348,3348,1,2025-01-01
3349,3349,1,2025-01-01
3350,3350,1,2025-01-01
3351,3351,1,2025-01-01
3352,3352,2,2025-01-01
3353,3353,2,2025-01-01
3354,3354,1,2025-01-01
3355,3355,2,2025-01-01
3356,3356,2,2025-01-01
3357,3357,1,2025-01-01
3358,3358,1,2025-01-01
3359,3359,1,2025-01-01
3360,3360,1,2025-01-01
3361,3361,1,2025-01-01
3362,3362,1,2025-01-01
3363,3363,1,2025-01-01
3364,3364,1,2025-01-01
3365,3365,1,2025-01-01
3366,3366,1,2025-01-01
3367,3367,1,2025-01-01
3368,3368,2,2025-01-01
3369,3369,1,2025-01-01
3370,3370,2,2025-01-01
3371,3371,1,2025-01-01
3372,3372,1,2025-01-01
3373,3373,2,2025-01-01
3374,3374,1,2025-01-01
3375,3375,1,2025-01-01
3376,3376,1,2025-01-01
3377,3377,2,2025-01-01
3378,3378,1,2025-01-01
3379,3379,2,2025-01-01
3380,3380,1,2025-01-01
3381,3381,1,2025-01-01
3382,3382,2,2025-01-01
3383,3383,1,2025-01-01
3384,3384,1,2025-01-01
3385,3385,2,2025-01-01
3386,3386,2,2025-01-01
3387,3387,1,2025-01-01
3388,3388,1,2025-01-01
3389,3389,1,2025-01-01
3390,3390,1,2025-01-01
3391,3391,3,2025-01-01
3392,3392,2,2025-01-01
3393,3393,1,2025-01-01
3394,3394,2,2025-01-01
3395,3395,2,2025-01-01
3396,3396,1,2025-01-01
3397,3397,3,2025-01-01
3398,3398,2,2025-01-01
3399,3399,2,2025-01-01
3400,3400,1,2025-01-01
3401,3401,1,2025-01-01
3402,3402,1,2025-01-01
3403,3403,1,2025-01-01
3404,3404,1,2025-01-01
3405,3405,1,2025-01-01
3406,3406,1,2025-01-01
3407,3407,2,2025-01-01
3408,3408,1,2025-01-01
3409,3409,1,2025-01-01
3410,3410,2,2025-01-01
3411,3411,1,2025-01-01
3412,3412,2,2025-01-01
3413,3413,1,2025-01-01
3414,3414,2,2025-01-01
3415,3415,2,2025-01-01
3416,3416,2,2025-01-01
3417,3417,3,2025-01-01
3418,3418,2,2025-01-01
3419,3419,,2025-01-01
3420,3420,2,2025-01-01
3421,3421,1,2025-01-01
3422,3422,1,2025-01-01
3423,3423,1,2025-01-01
3424,3424,3,2025-01-01
3425,3425,3,2025-01-01
3426,3426,1,2025-01-01
3427,3427,1,2025-01-01
3428,3428,1,2025-01-01
3429,3429,1,2025-01-01
3430,3430,1,2025-01-01
3431,3431,3,2025-01-01
3432,3432,1,2025-01-01
3433,3433,1,2025-01-01
3434,3434,1,2025-01-01
3435,3435,1,2025-01-01
3436,3436,3,2025-01-01
3437,3437,2,2025-01-01
3438,3438,1,2025-01-01
3439,3439,1,2025-01-01
3440,3440,2,2025-01-01
3441,3441,1,2025-01-01
3442,3442,2,2025-01-01
3443,3443,3,2025-01-01
3444,3444,2,2025-01-01
3445,3445,1,2025-01-01
3446,3446,1,2025-01-01
3447,3447,1,2025-01-01
3448,3448,2,2025-01-01
3449,3449,1,2025-01-01
3450,3450,2,2025-01-01
3451,3451,2,2025-01-01
3452,3452,1,2025-01-01
3453,3453,1,2025-01-01
3454,3454,2,2025-01-01
3455,3455,1,2025-01-01
3456,3456,2,2025-01-01
3457,3457,1,2025-01-01
3458,3458,2,2025-01-01
3459,3459,1,2025-01-01
3460,3460,1,2025-01-01
3461,3461,2,2025-01-01
3462,3462,1,2025-01-01
3463,3463,1,2025-01-01
3464,3464,2,2025-01-01
3465,3465,2,2025-01-01
3466,3466,2,2025-01-01
3467,3467,1,2025-01-01
3468,3468,1,2025-01-01
3469,3469,2,2025-01-01
3470,3470,2,2025-01-01
3471,3471,1,2025-01-01
3472,3472,1,2025-01-01
3473,3473,1,2025-01-01
3474,3474,1,2025-01-01
3475,3475,1,2025-01-01
3476,3476,3,2025-01-01
3477,3477,1,2025-01-01
3478,3478,1,2025-01-01
3479,3479,1,2025-01-01
3480,3480,2,2025-01-01
3481,3481,3,2025-01-01
3482,3482,2,2025-01-01
3483,3483,1,2025-01-01
3484,3484,2,2025-01-01
3485,3485,2,2025-01-01
3486,3486,1,2025-01-01
3487,3487,1,2025-01-01
3488,3488,1,2025-01-01
3489,3489,2,2025-01-01
3490,3490,3,2025-01-01
3491,3491,1,2025-01-01
3492,3492,1,2025-01-01
3493,3493,1,2025-01-01
3494,3494,1,2025-01-01
3495,3495,1,2025-01-01
3496,3496,2,2025-01-01
3497,3497,2,2025-01-01
3498,3498,1,2025-01-01
3499,3499,1,2025-01-01
3500,3500,1,2025-01-01
3501,3501,3,2025-01-01
3502,3502,2,2025-01-01
3503,3503,2,2025-01-01
3504,3504,2,2025-01-01
3505,3505,2,2025-01-01
3506,3506,2,2025-01-01
3507,3507,2,2025-01-01
3508,3508,3,2025-01-01
3509,3509,3,2025-01-01
3510,3510,2,2025-01-01
3511,3511,1,2025-01-01
3512,3512,1,2025-01-01
3513,3513,2,2025-01-01
3514,3514,2,2025-01-01
3515,3515,1,2025-01-01
3516,3516,1,2025-01-01
3517,3517,1,2025-01-01
3518,3518,1,2025-01-01
3519,3519,2,2025-01-01
3520,3520,2,2025-01-01
3521,3521,3,2025-01-01
3522,3522,2,2025-01-01
3523,3523,1,2025-01-01
3524,3524,3,2025-01-01
3525,3525,3,2025-01-01
3526,3526,2,2025-01-01
3527,3527,1,2025-01-01
3528,3528,1,2025-01-01
3529,3529,2,2025-01-01
3530,3530,1,2025-01-01
3531,3531,1,2025-01-01
3532,3532,1,2025-01-01
3533,3533,2,2025-01-01
3534,3534,1,2025-01-01
3535,3535,1,2025-01-01
3536,3536,1,2025-01-01
3537,3537,1,2025-01-01
3538,3538,1,2025-01-01
3539,3539,1,2025-01-01
3540,3540,1,2025-01-01
3541,3541,2,2025-01-01
3542,3542,1,2025-01-01
3543,3543,1,2025-01-01
3544,3544,1,2025-01-01
3545,3545,2,2025-01-01
3546,3546,2,2025-01-01
3547,3547,2,2025-01-01
3548,3548,1,2025-01-01
3549,3549,1,2025-01-01
3550,3550,1,2025-01-01
3551,3551,1,2025-01-01
3552,3552,1,2025-01-01
3553,3553,3,2025-01-01
3554,3554,,2025-01-01
3555,3555,3,2025-01-01
3556,3556,2,2025-01-01
3557,3557,2,2025-01-01
3558,3558,1,2025-01-01
3559,3559,2,2025-01-01
3560,3560,2,2025-01-01
3561,3561,2,2025-01-01
3562,3562,2,2025-01-01
3563,3563,1,2025-01-01
3564,3564,2,2025-01-01
3565,3565,1,2025-01-01
3566,3566,1,2025-01-01
3567,3567,1,2025-01-01
3568,3568,1,2025-01-01
3569,3569,1,2025-01-01
3570,3570,2,2025-01-01
3571,3571,1,2025-01-01
3572,3572,2,2025-01-01
3573,3573,2,2025-01-01
3574,3574,1,2025-01-01
3575,3575,1,2025-01-01
3576,3576,3,2025-01-01
3577,3577,2,2025-01-01
3578,3578,1,2025-01-01
3579,3579,1,2025-01-01
3580,3580,1,2025-01-01
3581,3581,1,2025-01-01
3582,3582,1,2025-01-01
3583,3583,1,2025-01-01
3584,3584,3,2025-01-01
3585,3585,2,2025-01-01
3586,3586,2,2025-01-01
3587,3587,1,2025-01-01
3588,3588,1,2025-01-01
3589,3589,1,2025-01-01
3590,3590,2,2025-01-01
3591,3591,1,2025-01-01
3592,3592,1,2025-01-01
3593,3593,2,2025-01-01
3594,3594,2,2025-01-01
3595,3595,2,2025-01-01
3596,3596,1,2025-01-01
3597,3597,1,2025-01-01
3598,3598,1,2025-01-01
3599,3599,1,2025-01-01
3600,3600,1,2025-01-01
3601,3601,1,2025-01-01
3602,3602,1,2025-01-01
3603,3603,2,2025-01-01
3604,3604,1,2025-01-01
3605,3605,1,2025-01-01
3606,3606,1,2025-01-01
3607,3607,2,2025-01-01
3608,3608,3,2025-01-01
3609,3609,2,2025-01-01
3610,3610,1,2025-01-01
3611,3611,2,2025-01-01
3612,3612,2,2025-01-01
3613,3613,2,2025-01-01
3614,3614,3,2025-01-01
3615,3615,1,2025-01-01
3616,3616,2,2025-01-01
3617,3617,1,2025-01-01
3618,3618,1,2025-01-01
3619,3619,2,2025-01-01
3620,3620,2,2025-01-01
3621,3621,2,2025-01-01
3622,3622,1,2025-01-01
3623,3623,1,2025-01-01
3624,3624,3,2025-01-01
3625,3625,1,2025-01-01
3626,3626,1,2025-01-01
3627,3627,1,2025-01-01
3628,3628,2,2025-01-01
3629,3629,1,2025-01-01
3630,3630,3,2025-01-01
3631,3631,1,2025-01-01
3632,3632,1,2025-01-01
3633,3633,2,2025-01-01
3634,3634,1,2025-01-01
3635,3635,2,2025-01-01
