attribute_id,content_id,attribute_name,string_value,decimal_value,date_value,created_at
17835,8918,Categoría,Ciencia,,,2025-01-02 00:00:00
17847,8924,Categoría,Matemáticas,,,2025-01-02 00:00:00
17850,8925,Duración,,12,,2025-01-02 00:00:00
17851,8926,Categoría,Filosofía,,,2025-01-02 00:00:00
17857,8929,Categoría,Filosofía,,,2025-01-02 00:00:00
17863,8932,Categoría,Filosofía,,,2025-01-02 00:00:00
17865,8933,Categoría,Economía,,,2025-01-02 00:00:00
17866,8933,Duración,,54,,2025-01-02 00:00:00
17868,8934,Duración,,42,,2025-01-02 00:00:00
17870,8935,Duración,,57,,2025-01-02 00:00:00
17871,8936,Categoría,Matemáticas,,,2025-01-02 00:00:00
17874,8937,Duración,,51,,2025-01-02 00:00:00
17876,8938,Duración,,129,,2025-01-02 00:00:00
17882,8941,Duración,,85,,2025-01-02 00:00:00
17890,8945,Duración,,25,,2025-01-02 00:00:00
17891,8946,Categoría,Matemáticas,,,2025-01-02 00:00:00
17895,8948,Categoría,Matemáticas,,,2025-01-02 00:00:00
17896,8948,Duración,,42,,2025-01-02 00:00:00
17897,8949,Categoría,Matemáticas,,,2025-01-02 00:00:00
17898,8949,Duración,,94,,2025-01-02 00:00:00
17900,8950,Duración,,15,,2025-01-02 00:00:00
17910,8955,Duración,,64,,2025-01-02 00:00:00
17912,8956,Duración,,77,,2025-01-02 00:00:00
17913,8957,Categoría,Historia,,,2025-01-02 00:00:00
17914,8957,Duración,,80,,2025-01-02 00:00:00
17919,8960,Categoría,Matemáticas,,,2025-01-02 00:00:00
17920,8960,Duración,,83,,2025-01-02 00:00:00
17924,8962,Duración,,90,,2025-01-02 00:00:00
17927,8964,Categoría,Historia,,,2025-01-02 00:00:00
17929,8965,Categoría,Historia,,,2025-01-02 00:00:00
17931,8966,Categoría,Historia,,,2025-01-02 00:00:00
17936,8968,Duración,,99,,2025-01-02 00:00:00
17939,8970,Categoría,Ciencia,,,2025-01-02 00:00:00
17940,8970,Duración,,63,,2025-01-02 00:00:00
17943,8972,Categoría,Arte,,,2025-01-02 00:00:00
17947,8974,Categoría,Historia,,,2025-01-02 00:00:00
17953,8977,Categoría,Historia,,,2025-01-02 00:00:00
17954,8977,Duración,,65,,2025-01-02 00:00:00
17956,8978,Duración,,100,,2025-01-02 00:00:00
17957,8979,Categoría,Tecnología,,,2025-01-02 00:00:00
17958,8979,Duración,,77,,2025-01-02 00:00:00
17964,8982,Duración,,78,,2025-01-02 00:00:00
17967,8984,Categoría,Arte,,,2025-01-02 00:00:00
17969,8985,Categoría,Matemáticas,,,2025-01-02 00:00:00
17970,8985,Duración,,61,,2025-01-02 00:00:00
17971,8986,Categoría,Arte,,,2025-01-02 00:00:00
17972,8986,Duración,,85,,2025-01-02 00:00:00
17974,8987,Duración,,13,,2025-01-02 00:00:00
17975,8988,Categoría,Arte,,,2025-01-02 00:00:00
17979,8990,Categoría,Tecnología,,,2025-01-02 00:00:00
17980,8990,Duración,,19,,2025-01-02 00:00:00
17981,8991,Categoría,Economía,,,2025-01-02 00:00:00
17985,8993,Categoría,Arte,,,2025-01-02 00:00:00
17988,8994,Duración,,175,,2025-01-02 00:00:00
17992,8996,Duración,,87,,2025-01-02 00:00:00
17995,8998,Categoría,Ciencia,,,2025-01-02 00:00:00
17996,8998,Duración,,73,,2025-01-02 00:00:00
18002,9001,Duración,,45,,2025-01-02 00:00:00
18011,9006,Categoría,Matemáticas,,,2025-01-02 00:00:00
18013,9007,Categoría,Historia,,,2025-01-02 00:00:00
18015,9008,Categoría,Arte,,,2025-01-02 00:00:00
18023,9012,Categoría,Ciencia,,,2025-01-02 00:00:00
18024,9012,Duración,,40,,2025-01-02 00:00:00
18025,9013,Categoría,Historia,,,2025-01-02 00:00:00
18034,9017,Duración,,104,,2025-01-02 00:00:00
18035,9018,Categoría,Ciencia,,,2025-01-02 00:00:00
18036,9018,Duración,,106,,2025-01-02 00:00:00
18042,9021,Duración,,149,,2025-01-02 00:00:00
18043,9022,Categoría,Tecnología,,,2025-01-02 00:00:00
18044,9022,Duración,,10,,2025-01-02 00:00:00
18049,9025,Categoría,Arte,,,2025-01-02 00:00:00
18050,9025,Duración,,157,,2025-01-02 00:00:00
18051,9026,Categoría,Historia,,,2025-01-02 00:00:00
18053,9027,Categoría,Filosofía,,,2025-01-02 00:00:00
18054,9027,Duración,,10,,2025-01-02 00:00:00
18057,9029,Categoría,Matemáticas,,,2025-01-02 00:00:00
18060,9030,Duración,,53,,2025-01-02 00:00:00
18062,9031,Duración,,149,,2025-01-02 00:00:00
18064,9032,Duración,,88,,2025-01-02 00:00:00
18066,9033,Duración,,11,,2025-01-02 00:00:00
18067,9034,Categoría,Ciencia,,,2025-01-02 00:00:00
18069,9035,Categoría,Economía,,,2025-01-02 00:00:00
18073,9037,Categoría,Ciencia,,,2025-01-02 00:00:00
18074,9037,Duración,,45,,2025-01-02 00:00:00
18075,9038,Categoría,Tecnología,,,2025-01-02 00:00:00
18077,9039,Categoría,Ciencia,,,2025-01-02 00:00:00
18082,9041,Duración,,93,,2025-01-02 00:00:00
18083,9042,Categoría,Matemáticas,,,2025-01-02 00:00:00
18084,9042,Duración,,41,,2025-01-02 00:00:00
18095,9048,Categoría,Historia,,,2025-01-02 00:00:00
18097,9049,Categoría,Tecnología,,,2025-01-02 00:00:00
18099,9050,Categoría,Historia,,,2025-01-02 00:00:00
18101,9051,Categoría,Ciencia,,,2025-01-02 00:00:00
18104,9052,Duración,,105,,2025-01-02 00:00:00
18109,9055,Categoría,Economía,,,2025-01-02 00:00:00
18110,9055,Duración,,12,,2025-01-02 00:00:00
18123,9062,Categoría,Economía,,,2025-01-02 00:00:00
18128,9064,Duración,,30,,2025-01-02 00:00:00
18129,9065,Categoría,Arte,,,2025-01-02 00:00:00
18131,9066,Categoría,Tecnología,,,2025-01-02 00:00:00
18132,9066,Duración,,70,,2025-01-02 00:00:00
18134,9067,Duración,,25,,2025-01-02 00:00:00
18144,9072,Duración,,99,,2025-01-02 00:00:00
18152,9076,Duración,,115,,2025-01-02 00:00:00
18153,9077,Categoría,Matemáticas,,,2025-01-02 00:00:00
18154,9077,Duración,,69,,2025-01-02 00:00:00
18156,9078,Duración,,83,,2025-01-02 00:00:00
18157,9079,Categoría,Matemáticas,,,2025-01-02 00:00:00
18159,9080,Categoría,Filosofía,,,2025-01-02 00:00:00
18160,9080,Duración,,91,,2025-01-02 00:00:00
18163,9082,Categoría,Tecnología,,,2025-01-02 00:00:00
18165,9083,Categoría,Filosofía,,,2025-01-02 00:00:00
18166,9083,Duración,,63,,2025-01-02 00:00:00
18167,9084,Categoría,Ciencia,,,2025-01-02 00:00:00
18168,9084,Duración,,8,,2025-01-02 00:00:00
18170,9085,Duración,,99,,2025-01-02 00:00:00
18171,9086,Categoría,Tecnología,,,2025-01-02 00:00:00
18175,9088,Categoría,Arte,,,2025-01-02 00:00:00
18176,9088,Duración,,118,,2025-01-02 00:00:00
18178,9089,Duración,,11,,2025-01-02 00:00:00
18181,9091,Categoría,Matemáticas,,,2025-01-02 00:00:00
18182,9091,Duración,,57,,2025-01-02 00:00:00
18183,9092,Categoría,Matemáticas,,,2025-01-02 00:00:00
18186,9093,Duración,,23,,2025-01-02 00:00:00
18187,9094,Categoría,Historia,,,2025-01-02 00:00:00
18191,9096,Categoría,Filosofía,,,2025-01-02 00:00:00
18198,9099,Duración,,63,,2025-01-02 00:00:00
18199,9100,Categoría,Arte,,,2025-01-02 00:00:00
18200,9100,Duración,,74,,2025-01-02 00:00:00
18203,9102,Categoría,Historia,,,2025-01-02 00:00:00
18205,9103,Categoría,Ciencia,,,2025-01-02 00:00:00
18210,9105,Duración,,110,,2025-01-02 00:00:00
18213,9107,Categoría,Arte,,,2025-01-02 00:00:00
18214,9107,Duración,,88,,2025-01-02 00:00:00
18215,9108,Categoría,Historia,,,2025-01-02 00:00:00
18221,9111,Categoría,Filosofía,,,2025-01-02 00:00:00
18228,9114,Duración,,101,,2025-01-02 00:00:00
18236,9118,Duración,,157,,2025-01-02 00:00:00
18238,9119,Duración,,77,,2025-01-02 00:00:00
18241,9121,Categoría,Ciencia,,,2025-01-02 00:00:00
18243,9122,Categoría,Arte,,,2025-01-02 00:00:00
18245,9123,Categoría,Historia,,,2025-01-02 00:00:00
18247,9124,Categoría,Tecnología,,,2025-01-02 00:00:00
18249,9125,Categoría,Ciencia,,,2025-01-02 00:00:00
18250,9125,Duración,,42,,2025-01-02 00:00:00
18251,9126,Categoría,Matemáticas,,,2025-01-02 00:00:00
18255,9128,Categoría,Tecnología,,,2025-01-02 00:00:00
18259,9130,Categoría,Filosofía,,,2025-01-02 00:00:00
18263,9132,Categoría,Arte,,,2025-01-02 00:00:00
18264,9132,Duración,,20,,2025-01-02 00:00:00
18265,9133,Categoría,Ciencia,,,2025-01-02 00:00:00
18267,9134,Categoría,Matemáticas,,,2025-01-02 00:00:00
18269,9135,Categoría,Economía,,,2025-01-02 00:00:00
18270,9135,Duración,,104,,2025-01-02 00:00:00
18271,9136,Categoría,Matemáticas,,,2025-01-02 00:00:00
18272,9136,Duración,,18,,2025-01-02 00:00:00
18273,9137,Categoría,Filosofía,,,2025-01-02 00:00:00
18274,9137,Duración,,34,,2025-01-02 00:00:00
18275,9138,Categoría,Historia,,,2025-01-02 00:00:00
18277,9139,Categoría,Historia,,,2025-01-02 00:00:00
18278,9139,Duración,,80,,2025-01-02 00:00:00
18281,9141,Categoría,Matemáticas,,,2025-01-02 00:00:00
18284,9142,Duración,,15,,2025-01-02 00:00:00
18285,9143,Categoría,Tecnología,,,2025-01-02 00:00:00
18286,9143,Duración,,118,,2025-01-02 00:00:00
18287,9144,Categoría,Ciencia,,,2025-01-02 00:00:00
18288,9144,Duración,,84,,2025-01-02 00:00:00
18289,9145,Categoría,Historia,,,2025-01-02 00:00:00
18295,9148,Categoría,Ciencia,,,2025-01-02 00:00:00
18296,9148,Duración,,84,,2025-01-02 00:00:00
18297,9149,Categoría,Economía,,,2025-01-02 00:00:00
18299,9150,Categoría,Ciencia,,,2025-01-02 00:00:00
18310,9155,Duración,,75,,2025-01-02 00:00:00
18313,9157,Categoría,Filosofía,,,2025-01-02 00:00:00
18315,9158,Categoría,Matemáticas,,,2025-01-02 00:00:00
18317,9159,Categoría,Matemáticas,,,2025-01-02 00:00:00
18319,9160,Categoría,Ciencia,,,2025-01-02 00:00:00
18323,9162,Categoría,Ciencia,,,2025-01-02 00:00:00
18325,9163,Categoría,Ciencia,,,2025-01-02 00:00:00
18329,9165,Categoría,Arte,,,2025-01-02 00:00:00
18330,9165,Duración,,105,,2025-01-02 00:00:00
18331,9166,Categoría,Tecnología,,,2025-01-02 00:00:00
18332,9166,Duración,,80,,2025-01-02 00:00:00
18333,9167,Categoría,Matemáticas,,,2025-01-02 00:00:00
18336,9168,Duración,,118,,2025-01-02 00:00:00
18338,9169,Duración,,100,,2025-01-02 00:00:00
18345,9173,Categoría,Tecnología,,,2025-01-02 00:00:00
18346,9173,Duración,,78,,2025-01-02 00:00:00
18348,9174,Duración,,59,,2025-01-02 00:00:00
18350,9175,Duración,,99,,2025-01-02 00:00:00
18355,9178,Categoría,Ciencia,,,2025-01-02 00:00:00
18359,9180,Categoría,Matemáticas,,,2025-01-02 00:00:00
18360,9180,Duración,,37,,2025-01-02 00:00:00
18363,9182,Categoría,Arte,,,2025-01-02 00:00:00
18365,9183,Categoría,Tecnología,,,2025-01-02 00:00:00
18367,9184,Categoría,Arte,,,2025-01-02 00:00:00
18368,9184,Duración,,23,,2025-01-02 00:00:00
18374,9187,Duración,,29,,2025-01-02 00:00:00
18376,9188,Duración,,24,,2025-01-02 00:00:00
18378,9189,Duración,,29,,2025-01-02 00:00:00
18380,9190,Duración,,141,,2025-01-02 00:00:00
18381,9191,Categoría,Historia,,,2025-01-02 00:00:00
18389,9195,Categoría,Arte,,,2025-01-02 00:00:00
18390,9195,Duración,,57,,2025-01-02 00:00:00
18392,9196,Duración,,16,,2025-01-02 00:00:00
18402,9201,Duración,,24,,2025-01-02 00:00:00
18405,9203,Categoría,Economía,,,2025-01-02 00:00:00
18406,9203,Duración,,16,,2025-01-02 00:00:00
18410,9205,Duración,,21,,2025-01-02 00:00:00
18411,9206,Categoría,Economía,,,2025-01-02 00:00:00
18415,9208,Categoría,Arte,,,2025-01-02 00:00:00
18419,9210,Categoría,Filosofía,,,2025-01-02 00:00:00
18420,9210,Duración,,75,,2025-01-02 00:00:00
18421,9211,Categoría,Historia,,,2025-01-02 00:00:00
18423,9212,Categoría,Historia,,,2025-01-02 00:00:00
18428,9214,Duración,,108,,2025-01-02 00:00:00
18430,9215,Duración,,118,,2025-01-02 00:00:00
18431,9216,Categoría,Ciencia,,,2025-01-02 00:00:00
18434,9217,Duración,,50,,2025-01-02 00:00:00
18437,9219,Categoría,Arte,,,2025-01-02 00:00:00
18438,9219,Duración,,113,,2025-01-02 00:00:00
18439,9220,Categoría,Historia,,,2025-01-02 00:00:00
18443,9222,Categoría,Economía,,,2025-01-02 00:00:00
18451,9226,Categoría,Ciencia,,,2025-01-02 00:00:00
18452,9226,Duración,,26,,2025-01-02 00:00:00
18454,9227,Duración,,68,,2025-01-02 00:00:00
18456,9228,Duración,,92,,2025-01-02 00:00:00
18464,9232,Duración,,92,,2025-01-02 00:00:00
18465,9233,Categoría,Ciencia,,,2025-01-02 00:00:00
18468,9234,Duración,,42,,2025-01-02 00:00:00
18469,9235,Categoría,Tecnología,,,2025-01-02 00:00:00
18474,9237,Duración,,76,,2025-01-02 00:00:00
18476,9238,Duración,,172,,2025-01-02 00:00:00
18477,9239,Categoría,Matemáticas,,,2025-01-02 00:00:00
18482,9241,Duración,,32,,2025-01-02 00:00:00
18483,9242,Categoría,Tecnología,,,2025-01-02 00:00:00
18490,9245,Duración,,28,,2025-01-02 00:00:00
18491,9246,Categoría,Matemáticas,,,2025-01-02 00:00:00
18493,9247,Categoría,Historia,,,2025-01-02 00:00:00
18494,9247,Duración,,53,,2025-01-02 00:00:00
18495,9248,Categoría,Tecnología,,,2025-01-02 00:00:00
18496,9248,Duración,,40,,2025-01-02 00:00:00
18499,9250,Categoría,Ciencia,,,2025-01-02 00:00:00
18500,9250,Duración,,21,,2025-01-02 00:00:00
18501,9251,Categoría,Arte,,,2025-01-02 00:00:00
18502,9251,Duración,,11,,2025-01-02 00:00:00
18503,9252,Categoría,Tecnología,,,2025-01-02 00:00:00
18507,9254,Categoría,Matemáticas,,,2025-01-02 00:00:00
18509,9255,Categoría,Arte,,,2025-01-02 00:00:00
18510,9255,Duración,,20,,2025-01-02 00:00:00
18511,9256,Categoría,Historia,,,2025-01-02 00:00:00
18514,9257,Duración,,64,,2025-01-02 00:00:00
18515,9258,Categoría,Matemáticas,,,2025-01-02 00:00:00
18516,9258,Duración,,102,,2025-01-02 00:00:00
18517,9259,Categoría,Arte,,,2025-01-02 00:00:00
18519,9260,Categoría,Arte,,,2025-01-02 00:00:00
18520,9260,Duración,,59,,2025-01-02 00:00:00
18523,9262,Categoría,Economía,,,2025-01-02 00:00:00
18524,9262,Duración,,80,,2025-01-02 00:00:00
18526,9263,Duración,,115,,2025-01-02 00:00:00
18528,9264,Duración,,84,,2025-01-02 00:00:00
18529,9265,Categoría,Arte,,,2025-01-02 00:00:00
18530,9265,Duración,,71,,2025-01-02 00:00:00
18531,9266,Categoría,Matemáticas,,,2025-01-02 00:00:00
18533,9267,Categoría,Arte,,,2025-01-02 00:00:00
18535,9268,Categoría,Matemáticas,,,2025-01-02 00:00:00
18536,9268,Duración,,20,,2025-01-02 00:00:00
18540,9270,Duración,,21,,2025-01-02 00:00:00
18543,9272,Categoría,Tecnología,,,2025-01-02 00:00:00
18545,9273,Categoría,Ciencia,,,2025-01-02 00:00:00
18546,9273,Duración,,43,,2025-01-02 00:00:00
18547,9274,Categoría,Ciencia,,,2025-01-02 00:00:00
18549,9275,Categoría,Arte,,,2025-01-02 00:00:00
18552,9276,Duración,,84,,2025-01-02 00:00:00
18553,9277,Categoría,Tecnología,,,2025-01-02 00:00:00
18565,9283,Categoría,Tecnología,,,2025-01-02 00:00:00
18569,9285,Categoría,Ciencia,,,2025-01-02 00:00:00
18570,9285,Duración,,56,,2025-01-02 00:00:00
18571,9286,Categoría,Historia,,,2025-01-02 00:00:00
18573,9287,Categoría,Arte,,,2025-01-02 00:00:00
18574,9287,Duración,,82,,2025-01-02 00:00:00
18576,9288,Duración,,68,,2025-01-02 00:00:00
18578,9289,Duración,,31,,2025-01-02 00:00:00
18581,9291,Categoría,Arte,,,2025-01-02 00:00:00
18582,9291,Duración,,52,,2025-01-02 00:00:00
18588,9294,Duración,,66,,2025-01-02 00:00:00
18591,9296,Categoría,Tecnología,,,2025-01-02 00:00:00
18594,9297,Duración,,28,,2025-01-02 00:00:00
18596,9298,Duración,,47,,2025-01-02 00:00:00
18597,9299,Categoría,Arte,,,2025-01-02 00:00:00
18600,9300,Duración,,54,,2025-01-02 00:00:00
18602,9301,Duración,,67,,2025-01-02 00:00:00
18604,9302,Duración,,23,,2025-01-02 00:00:00
18608,9304,Duración,,22,,2025-01-02 00:00:00
18609,9305,Categoría,Matemáticas,,,2025-01-02 00:00:00
18614,9307,Duración,,39,,2025-01-02 00:00:00
18619,9310,Categoría,Arte,,,2025-01-02 00:00:00
18624,9312,Duración,,107,,2025-01-02 00:00:00
18627,9314,Categoría,Ciencia,,,2025-01-02 00:00:00
18629,9315,Categoría,Ciencia,,,2025-01-02 00:00:00
18631,9316,Categoría,Historia,,,2025-01-02 00:00:00
18641,9321,Categoría,Tecnología,,,2025-01-02 00:00:00
18642,9321,Duración,,24,,2025-01-02 00:00:00
18645,9323,Categoría,Tecnología,,,2025-01-02 00:00:00
18647,9324,Categoría,Ciencia,,,2025-01-02 00:00:00
18650,9325,Duración,,136,,2025-01-02 00:00:00
18658,9329,Duración,,73,,2025-01-02 00:00:00
18670,9335,Duración,,28,,2025-01-02 00:00:00
18671,9336,Categoría,Tecnología,,,2025-01-02 00:00:00
18679,9340,Categoría,Ciencia,,,2025-01-02 00:00:00
18680,9340,Duración,,104,,2025-01-02 00:00:00
18681,9341,Categoría,Ciencia,,,2025-01-02 00:00:00
18683,9342,Categoría,Arte,,,2025-01-02 00:00:00
18686,9343,Duración,,90,,2025-01-02 00:00:00
18691,9346,Categoría,Historia,,,2025-01-02 00:00:00
18692,9346,Duración,,118,,2025-01-02 00:00:00
18698,9349,Duración,,81,,2025-01-02 00:00:00
18699,9350,Categoría,Historia,,,2025-01-02 00:00:00
18701,9351,Categoría,Matemáticas,,,2025-01-02 00:00:00
18704,9352,Duración,,118,,2025-01-02 00:00:00
18706,9353,Duración,,80,,2025-01-02 00:00:00
18708,9354,Duración,,91,,2025-01-02 00:00:00
18711,9356,Categoría,Tecnología,,,2025-01-02 00:00:00
18719,9360,Categoría,Tecnología,,,2025-01-02 00:00:00
18722,9361,Duración,,63,,2025-01-02 00:00:00
18727,9364,Categoría,Filosofía,,,2025-01-02 00:00:00
18728,9364,Duración,,15,,2025-01-02 00:00:00
18733,9367,Categoría,Tecnología,,,2025-01-02 00:00:00
18736,9368,Duración,,22,,2025-01-02 00:00:00
18738,9369,Duración,,11,,2025-01-02 00:00:00
18740,9370,Duración,,79,,2025-01-02 00:00:00
18741,9371,Categoría,Tecnología,,,2025-01-02 00:00:00
18743,9372,Categoría,Economía,,,2025-01-02 00:00:00
18744,9372,Duración,,82,,2025-01-02 00:00:00
18751,9376,Categoría,Filosofía,,,2025-01-02 00:00:00
18754,9377,Duración,,24,,2025-01-02 00:00:00
18755,9378,Categoría,Historia,,,2025-01-02 00:00:00
18766,9383,Duración,,39,,2025-01-02 00:00:00
18769,9385,Categoría,Tecnología,,,2025-01-02 00:00:00
18771,9386,Categoría,Historia,,,2025-01-02 00:00:00
18772,9386,Duración,,44,,2025-01-02 00:00:00
18775,9388,Categoría,Ciencia,,,2025-01-02 00:00:00
18776,9388,Duración,,39,,2025-01-02 00:00:00
18778,9389,Duración,,72,,2025-01-02 00:00:00
18779,9390,Categoría,Ciencia,,,2025-01-02 00:00:00
18780,9390,Duración,,49,,2025-01-02 00:00:00
18781,9391,Categoría,Arte,,,2025-01-02 00:00:00
18783,9392,Categoría,Historia,,,2025-01-02 00:00:00
18784,9392,Duración,,170,,2025-01-02 00:00:00
18786,9393,Duración,,87,,2025-01-02 00:00:00
18790,9395,Duración,,58,,2025-01-02 00:00:00
18792,9396,Duración,,108,,2025-01-02 00:00:00
18793,9397,Categoría,Matemáticas,,,2025-01-02 00:00:00
18798,9399,Duración,,67,,2025-01-02 00:00:00
18800,9400,Duración,,68,,2025-01-02 00:00:00
18802,9401,Duración,,125,,2025-01-02 00:00:00
18803,9402,Categoría,Ciencia,,,2025-01-02 00:00:00
18811,9406,Categoría,Historia,,,2025-01-02 00:00:00
18817,9409,Categoría,Arte,,,2025-01-02 00:00:00
18820,9410,Duración,,43,,2025-01-02 00:00:00
18823,9412,Categoría,Historia,,,2025-01-02 00:00:00
18825,9413,Categoría,Historia,,,2025-01-02 00:00:00
18826,9413,Duración,,105,,2025-01-02 00:00:00
18828,9414,Duración,,23,,2025-01-02 00:00:00
18829,9415,Categoría,Arte,,,2025-01-02 00:00:00
18830,9415,Duración,,15,,2025-01-02 00:00:00
18848,9424,Duración,,42,,2025-01-02 00:00:00
18849,9425,Categoría,Matemáticas,,,2025-01-02 00:00:00
18857,9429,Categoría,Historia,,,2025-01-02 00:00:00
18860,9430,Duración,,165,,2025-01-02 00:00:00
18862,9431,Duración,,63,,2025-01-02 00:00:00
18865,9433,Categoría,Matemáticas,,,2025-01-02 00:00:00
18869,9435,Categoría,Filosofía,,,2025-01-02 00:00:00
18871,9436,Categoría,Economía,,,2025-01-02 00:00:00
18873,9437,Categoría,Matemáticas,,,2025-01-02 00:00:00
18876,9438,Duración,,41,,2025-01-02 00:00:00
18878,9439,Duración,,28,,2025-01-02 00:00:00
18879,9440,Categoría,Ciencia,,,2025-01-02 00:00:00
18880,9440,Duración,,19,,2025-01-02 00:00:00
18883,9442,Categoría,Ciencia,,,2025-01-02 00:00:00
18891,9446,Categoría,Historia,,,2025-01-02 00:00:00
18893,9447,Categoría,Tecnología,,,2025-01-02 00:00:00
18897,9449,Categoría,Ciencia,,,2025-01-02 00:00:00
18899,9450,Categoría,Arte,,,2025-01-02 00:00:00
18903,9452,Categoría,Ciencia,,,2025-01-02 00:00:00
18908,9454,Duración,,73,,2025-01-02 00:00:00
18910,9455,Duración,,112,,2025-01-02 00:00:00
18911,9456,Categoría,Arte,,,2025-01-02 00:00:00
18913,9457,Categoría,Ciencia,,,2025-01-02 00:00:00
18919,9460,Categoría,Matemáticas,,,2025-01-02 00:00:00
18920,9460,Duración,,25,,2025-01-02 00:00:00
18921,9461,Categoría,Economía,,,2025-01-02 00:00:00
18922,9461,Duración,,111,,2025-01-02 00:00:00
18923,9462,Categoría,Historia,,,2025-01-02 00:00:00
18926,9463,Duración,,24,,2025-01-02 00:00:00
18928,9464,Duración,,82,,2025-01-02 00:00:00
18932,9466,Duración,,6,,2025-01-02 00:00:00
18933,9467,Categoría,Arte,,,2025-01-02 00:00:00
18937,9469,Categoría,Tecnología,,,2025-01-02 00:00:00
18938,9469,Duración,,64,,2025-01-02 00:00:00
18939,9470,Categoría,Historia,,,2025-01-02 00:00:00
18941,9471,Categoría,Economía,,,2025-01-02 00:00:00
18943,9472,Categoría,Matemáticas,,,2025-01-02 00:00:00
18946,9473,Duración,,85,,2025-01-02 00:00:00
18948,9474,Duración,,83,,2025-01-02 00:00:00
18949,9475,Categoría,Tecnología,,,2025-01-02 00:00:00
18953,9477,Categoría,Arte,,,2025-01-02 00:00:00
18957,9479,Categoría,Ciencia,,,2025-01-02 00:00:00
18958,9479,Duración,,38,,2025-01-02 00:00:00
18959,9480,Categoría,Arte,,,2025-01-02 00:00:00
18963,9482,Categoría,Tecnología,,,2025-01-02 00:00:00
18965,9483,Categoría,Filosofía,,,2025-01-02 00:00:00
18966,9483,Duración,,104,,2025-01-02 00:00:00
18970,9485,Duración,,100,,2025-01-02 00:00:00
18972,9486,Duración,,113,,2025-01-02 00:00:00
18974,9487,Duración,,77,,2025-01-02 00:00:00
18976,9488,Duración,,54,,2025-01-02 00:00:00
18977,9489,Categoría,Arte,,,2025-01-02 00:00:00
18978,9489,Duración,,44,,2025-01-02 00:00:00
18981,9491,Categoría,Ciencia,,,2025-01-02 00:00:00
18992,9496,Duración,,51,,2025-01-02 00:00:00
18993,9497,Categoría,Arte,,,2025-01-02 00:00:00
18994,9497,Duración,,6,,2025-01-02 00:00:00
18995,9498,Categoría,Matemáticas,,,2025-01-02 00:00:00
18998,9499,Duración,,10,,2025-01-02 00:00:00
19000,9500,Duración,,96,,2025-01-02 00:00:00
19002,9501,Duración,,71,,2025-01-02 00:00:00
19003,9502,Categoría,Economía,,,2025-01-02 00:00:00
19009,9505,Categoría,Matemáticas,,,2025-01-02 00:00:00
19015,9508,Categoría,Tecnología,,,2025-01-02 00:00:00
19018,9509,Duración,,37,,2025-01-02 00:00:00
19022,9511,Duración,,31,,2025-01-02 00:00:00
19024,9512,Duración,,14,,2025-01-02 00:00:00
19027,9514,Categoría,Historia,,,2025-01-02 00:00:00
19030,9515,Duración,,120,,2025-01-02 00:00:00
19033,9517,Categoría,Tecnología,,,2025-01-02 00:00:00
19034,9517,Duración,,35,,2025-01-02 00:00:00
19036,9518,Duración,,28,,2025-01-02 00:00:00
19038,9519,Duración,,43,,2025-01-02 00:00:00
19040,9520,Duración,,99,,2025-01-02 00:00:00
19041,9521,Categoría,Matemáticas,,,2025-01-02 00:00:00
19042,9521,Duración,,88,,2025-01-02 00:00:00
19045,9523,Categoría,Arte,,,2025-01-02 00:00:00
19047,9524,Categoría,Filosofía,,,2025-01-02 00:00:00
19049,9525,Categoría,Ciencia,,,2025-01-02 00:00:00
19055,9528,Categoría,Arte,,,2025-01-02 00:00:00
19056,9528,Duración,,52,,2025-01-02 00:00:00
19064,9532,Duración,,74,,2025-01-02 00:00:00
19066,9533,Duración,,47,,2025-01-02 00:00:00
19068,9534,Duración,,102,,2025-01-02 00:00:00
19076,9538,Duración,,75,,2025-01-02 00:00:00
19078,9539,Duración,,94,,2025-01-02 00:00:00
19089,9545,Categoría,Ciencia,,,2025-01-02 00:00:00
19091,9546,Categoría,Ciencia,,,2025-01-02 00:00:00
19092,9546,Duración,,94,,2025-01-02 00:00:00
19094,9547,Duración,,105,,2025-01-02 00:00:00
19101,9551,Categoría,Tecnología,,,2025-01-02 00:00:00
19102,9551,Duración,,20,,2025-01-02 00:00:00
19103,9552,Categoría,Matemáticas,,,2025-01-02 00:00:00
19104,9552,Duración,,37,,2025-01-02 00:00:00
19105,9553,Categoría,Historia,,,2025-01-02 00:00:00
19106,9553,Duración,,6,,2025-01-02 00:00:00
19107,9554,Categoría,Economía,,,2025-01-02 00:00:00
19110,9555,Duración,,23,,2025-01-02 00:00:00
19116,9558,Duración,,44,,2025-01-02 00:00:00
19118,9559,Duración,,95,,2025-01-02 00:00:00
19119,9560,Categoría,Matemáticas,,,2025-01-02 00:00:00
19122,9561,Duración,,14,,2025-01-02 00:00:00
19125,9563,Categoría,Tecnología,,,2025-01-02 00:00:00
19126,9563,Duración,,57,,2025-01-02 00:00:00
19128,9564,Duración,,142,,2025-01-02 00:00:00
19130,9565,Duración,,24,,2025-01-02 00:00:00
19132,9566,Duración,,11,,2025-01-02 00:00:00
19133,9567,Categoría,Arte,,,2025-01-02 00:00:00
19136,9568,Duración,,31,,2025-01-02 00:00:00
19137,9569,Categoría,Historia,,,2025-01-02 00:00:00
19139,9570,Categoría,Filosofía,,,2025-01-02 00:00:00
